Wave,Degree,Sign,Planet,Note,Sabian Symbol ,Chandra Symbol,Personal Question 
5,29,Leo,Venus,"29° (Integrated Value): Value matures into generous love that inspires others through endings and new beginnings. — The Leo Venus in Wave 5 values recognition, joy, and romance, but these degrees bring tests when attention fades or roles shift. Growth comes from sustaining self-worth beyond validation. Their gift is radiating warmth and loyalty through change.",30 An unsealed letter.,30. A woman sprinkling rose water in the four corners of a room.,What is ready to be revealed with grace and sacred care?
5,9,Virgo,Venus,"9° (Emergent Value): Values awaken through disruptions in daily routines or partnerships. — The Virgo Venus in Wave 5 values service and refinement, but these degrees highlight thresholds where routines or connections shift. Growth comes from letting go of perfectionism and finding value in flexible, evolving forms of love. Their gift is grounded care during relational transitions.",10 Two heads looking out and beyond the shadows.,10. A pin cushion.,Where is sensitivity teaching you about precision?
5,19,Virgo,Venus,"19° (Formative Value): Value develops by releasing critical standards in love. — The Virgo Venus in Wave 5 values service and refinement, but these degrees highlight thresholds where routines or connections shift. Growth comes from letting go of perfectionism and finding value in flexible, evolving forms of love. Their gift is grounded care during relational transitions.",20 An automobile caravan.,20. The expanse of the Himalayas in the distance.,What memory finds you through the senses?
5,29,Virgo,Venus,"29° (Integrated Value): Value matures into practical devotion that adapts with grace during closure. — The Virgo Venus in Wave 5 values service and refinement, but these degrees highlight thresholds where routines or connections shift. Growth comes from letting go of perfectionism and finding value in flexible, evolving forms of love. Their gift is grounded care during relational transitions.",30 A false call unheard in attention to immediate service.,30. Supersensible beings manifesting through geometric forms.,What higher patterns emerge when you tune out distraction and serve what’s real?
5,9,Libra,Venus,"9° (Emergent Value): Values awaken through pivotal choices in relationships. — The Libra Venus in Wave 5 values harmony and partnership, but these degrees bring decisive moments where balance requires endings. Growth comes from choosing truth over surface peace. Their gift is sustaining fairness and love during transitions.",10 A canoe approaching safety through dangerous waters.,10. A hand with perfectly manicured long nails.,What movement have you trapped in time?
5,19,Libra,Venus,"19° (Formative Value): Value develops by letting go of people-pleasing or false harmony. — The Libra Venus in Wave 5 values harmony and partnership, but these degrees bring decisive moments where balance requires endings. Growth comes from choosing truth over surface peace. Their gift is sustaining fairness and love during transitions.",20 A Jewish rabbi.,20. A man with a single horn coming out of his forehead.,What pressure are you holding in place—and why?
5,29,Libra,Venus,"29° (Integrated Value): Value matures into balanced love that holds steady through relational change. — The Libra Venus in Wave 5 values harmony and partnership, but these degrees bring decisive moments where balance requires endings. Growth comes from choosing truth over surface peace. Their gift is sustaining fairness and love during transitions.",30 Three mounds of knowledge on a philosopher's head.,30. A black rooster.,What awakens when your mind stands guard for deeper truth?
5,9,Scorpio,Venus,"9° (Emergent Value): Values awaken through intense attractions or confrontations. — The Scorpio Venus in Wave 5 values intensity and deep bonds, but these degrees emphasize transformation through endings. Growth comes from releasing control and allowing love to regenerate. Their gift is depth that carries relationships through profound change.",10 A fellowship supper.,10. On a human nose a wart that turns into a diamond.,What colors does your soul emit in motion?
5,19,Scorpio,Venus,"19° (Formative Value): Value develops by letting go of controlling or destructive ties. — The Scorpio Venus in Wave 5 values intensity and deep bonds, but these degrees emphasize transformation through endings. Growth comes from releasing control and allowing love to regenerate. Their gift is depth that carries relationships through profound change.",20 Woman drawing two dark curtains aside.,20. A serpent wrapped around an immense egg.,What are you guarding that is ready to hatch?
5,29,Scorpio,Venus,"29° (Integrated Value): Value matures into enduring devotion that thrives through renewal. — The Scorpio Venus in Wave 5 values intensity and deep bonds, but these degrees emphasize transformation through endings. Growth comes from releasing control and allowing love to regenerate. Their gift is depth that carries relationships through profound change.",30 The Halloween jester.,"30. A very dark sky, but no rain.",What mischief or illusion masks the inner drought?
5,9,Sagittarius,Venus,"9° (Emergent Value): Values awaken through sudden shifts in relationships or direction. — The Sagittarius Venus in Wave 5 values freedom, growth, and exploration, but these degrees highlight thresholds where paths diverge. Growth comes from learning to release restlessness and deepen meaning in love. Their gift is adventurous affection that carries through change.",10 A golden haired 'goddess of opportunity'.,10. A star turning many different colors.,What part of your imagination feels truer than reality?
5,19,Sagittarius,Venus,"19° (Formative Value): Value develops by letting go of old beliefs about freedom in love. — The Sagittarius Venus in Wave 5 values freedom, growth, and exploration, but these degrees highlight thresholds where paths diverge. Growth comes from learning to release restlessness and deepen meaning in love. Their gift is adventurous affection that carries through change.",20 Men cutting through ice.,20. The changing of water into wine.,What frozen thing in you longs to be transformed by love?
5,29,Sagittarius,Venus,"29° (Integrated Value): Value matures into wise affection that inspires others through endings. — The Sagittarius Venus in Wave 5 values freedom, growth, and exploration, but these degrees highlight thresholds where paths diverge. Growth comes from learning to release restlessness and deepen meaning in love. Their gift is adventurous affection that carries through change.",30 The Pope.,30. The completion of a large Persian rug.,What devotion weaves your life into sacred design?
5,9,Capricorn,Venus,"9° (Emergent Value): Values awaken through changes in commitments or duties. — The Capricorn Venus in Wave 5 values structure, responsibility, and endurance, but these degrees challenge rigid standards when relationships or goals close. Growth comes from releasing outdated expectations while keeping loyalty intact. Their gift is reliable love through transitions.",10 An albatross feeding from the hand.,10. A man drinking blood from the vein in a horse’s leg.,Where do you draw strength from the wildness of your own instinct?
5,19,Capricorn,Venus,"19° (Formative Value): Value develops by letting go of rigid ideals of responsibility in love. — The Capricorn Venus in Wave 5 values structure, responsibility, and endurance, but these degrees challenge rigid standards when relationships or goals close. Growth comes from releasing outdated expectations while keeping loyalty intact. Their gift is reliable love through transitions.",20 A hidden choir singing.​​​,20. Many different perfumes carried by a breeze.,What fragrance of soul lingers even when your presence has moved on?
5,29,Capricorn,Venus,"29° (Integrated Value): Value matures into steady devotion that sustains others through closure. — The Capricorn Venus in Wave 5 values structure, responsibility, and endurance, but these degrees challenge rigid standards when relationships or goals close. Growth comes from releasing outdated expectations while keeping loyalty intact. Their gift is reliable love through transitions.",30 A secret business conference.,30. Blue morning glories growing up a tall trellis.,What hidden structures support your upward reach?
5,9,Aquarius,Venus,"9° (Emergent Value): Values awaken through sudden changes in social or relational roles. — The Aquarius Venus in Wave 5 values vision, independence, and collective connection, but these degrees press for change when groups or ideals shift. Growth comes from embracing transitions as part of progress. Their gift is forward-looking love that bridges endings into innovation.",10 A popularity that proves ephemeral.,10. A black raven with a bright red head.,What vision pierces through the noise of validation?
5,19,Aquarius,Venus,"19° (Formative Value): Value develops by releasing outdated ideals or detachment in love. — The Aquarius Venus in Wave 5 values vision, independence, and collective connection, but these degrees press for change when groups or ideals shift. Growth comes from embracing transitions as part of progress. Their gift is forward-looking love that bridges endings into innovation.","20 A big white dove, a message bearer.",20. A fine silk thread strung across a chasm.,What delicate connection are you maintaining across lifetimes?
5,29,Aquarius,Venus,"29° (Integrated Value): Value matures into inclusive affection that guides others through collective change. — The Aquarius Venus in Wave 5 values vision, independence, and collective connection, but these degrees press for change when groups or ideals shift. Growth comes from embracing transitions as part of progress. Their gift is forward-looking love that bridges endings into innovation.",30 The field of Ardath in bloom.,30. A large pool filled with white water lilies in bloom.,What quiet flowering reveals itself when the world becomes still?
5,9,Pisces,Venus,"9° (Emergent Value): Values awaken through moments of surrender in love. — The Pisces Venus in Wave 5 values compassion, imagination, and unity, but these degrees test boundaries through endings. Growth comes from releasing illusions and embracing love that endures change. Their gift is unconditional care during transitions.",10 An aviator in the clouds.,10. An old witch on a windy promontory. She is calling to the sea.,What part of you speaks directly to the elemental world?
5,19,Pisces,Venus,"19° (Formative Value): Value develops by releasing fantasies or unrealistic bonds. — The Pisces Venus in Wave 5 values compassion, imagination, and unity, but these degrees test boundaries through endings. Growth comes from releasing illusions and embracing love that endures change. Their gift is unconditional care during transitions.",20 A table set for an evening meal.,20. A perfect black cube sits lone in the desert.,What offering do you make in the silent space beyond story?
5,29,Pisces,Venus,"29° (Integrated Value): Value matures into compassionate presence that holds others at thresholds. — The Pisces Venus in Wave 5 values compassion, imagination, and unity, but these degrees test boundaries through endings. Growth comes from releasing illusions and embracing love that endures change. Their gift is unconditional care during transitions.",30 The Great Stone Face,30. A large halo in ring formation around the moon.,What unseen light encircles the ideals you hold as unshakable?
5,9,Aries,Mars,"9° (Emergent Will): Will awakens through sudden pushes that break into new territory. — The Aries Mars in Wave 5 directs willpower at thresholds of action and release. While Aries Mars is driven to act fast, these degrees challenge impulsive force by teaching the value of endings and transitions. Their gift is boldness that not only begins but also closes cycles with courage.",10  A man teaching new forms for old symbols.,10. Roots of a tree entwined around the statue of a nude woman.,What in you has remained still long enough to become sacred?
5,19,Aries,Mars,"19° (Formative Will): Will develops by learning when to fight and when to let go. — The Aries Mars in Wave 5 directs willpower at thresholds of action and release. While Aries Mars is driven to act fast, these degrees challenge impulsive force by teaching the value of endings and transitions. Their gift is boldness that not only begins but also closes cycles with courage.",20 A young girl feeding birds in winter.,20. An empty courtyard.,What inner space is awaiting your return?
5,29,Aries,Mars,"29° (Integrated Will): Will matures into leadership that carries strength through closures and renewals. — The Aries Mars in Wave 5 directs willpower at thresholds of action and release. While Aries Mars is driven to act fast, these degrees challenge impulsive force by teaching the value of endings and transitions. Their gift is boldness that not only begins but also closes cycles with courage.",30 A duck pond and its brood.,30. An anatomist delivers a lecture on the kidneys.,What hidden intelligence guides the body of your belonging?
5,9,Taurus,Mars,"9° (Emergent Will): Will awakens when routines or comforts are shaken. — The Taurus Mars in Wave 5 channels will through steadiness, yet these degrees test persistence when stability is disrupted. Growth comes from learning flexibility without losing determination. Their gift is carrying steady will into times of change.",10 A Red Cross nurse.,10. A man exhaling clouds of iridescent smoke.,What color is your breath today?
5,19,Taurus,Mars,"19° (Formative Will): Will develops by releasing stubborn resistance to needed change. — The Taurus Mars in Wave 5 channels will through steadiness, yet these degrees test persistence when stability is disrupted. Growth comes from learning flexibility without losing determination. Their gift is carrying steady will into times of change.","20  Wind, clouds and haste.",20. A fork in the road with a blank sign post.,What have you caught that now wants honoring?
5,29,Taurus,Mars,"29° (Integrated Will): Will matures into reliable strength that helps others through closure. — The Taurus Mars in Wave 5 channels will through steadiness, yet these degrees test persistence when stability is disrupted. Growth comes from learning flexibility without losing determination. Their gift is carrying steady will into times of change.",30  A peacock parading on an ancient lawn.,30. Snakes at rest on a rock in the sun.,What power reveals itself when you stop performing and simply bask?
5,9,Gemini,Mars,"9° (Emergent Will): Will awakens through sudden bursts of curiosity or conversation. — The Gemini Mars in Wave 5 acts through communication and curiosity, but these degrees highlight thresholds where direction must shift. Growth comes from focusing energy, letting go of scattered pursuits, and adapting to changing dialogues. Their gift is versatile action at points of transition.",10 An airplane falling.,10. A young woman notices the handsome man has fangs.,Where are you resisting the river’s pull?
5,19,Gemini,Mars,"19° (Formative Will): Will develops by dropping restless impulses to follow clearer purpose. — The Gemini Mars in Wave 5 acts through communication and curiosity, but these degrees highlight thresholds where direction must shift. Growth comes from focusing energy, letting go of scattered pursuits, and adapting to changing dialogues. Their gift is versatile action at points of transition.",20  A cafeteria,20. A bull stung by a scorpion.,What is blossoming in you too soon—and why?
5,29,Gemini,Mars,"29° (Integrated Will): Will matures into adaptable action that guides others through change. — The Gemini Mars in Wave 5 acts through communication and curiosity, but these degrees highlight thresholds where direction must shift. Growth comes from focusing energy, letting go of scattered pursuits, and adapting to changing dialogues. Their gift is versatile action at points of transition.",30  Bathing beauties,30. Many glass animals on a shelf.,"What part of you longs to be admired — and what remains untouched, fragile, preserved?"
5,9,Cancer,Mars,"9° (Emergent Will): Will awakens through defending what feels emotionally threatened. — The Cancer Mars in Wave 5 acts through protection and care, but these degrees test will at thresholds of belonging and release. Growth comes from channeling energy into nurturing even as cycles end. Their gift is protective strength that holds steady at emotional closures.",10 A large diamond not completely cut.,10. A violent hail storm.,What storm in you seeks expression?
5,19,Cancer,Mars,"19° (Formative Will): Will develops by releasing over-protection or clinging. — The Cancer Mars in Wave 5 acts through protection and care, but these degrees test will at thresholds of belonging and release. Growth comes from channeling energy into nurturing even as cycles end. Their gift is protective strength that holds steady at emotional closures.",20 Gondoliers in a serenade.,20. Many brightly-colored tropical fish.,What hues of feeling are you finally naming?
5,29,Cancer,Mars,"29° (Integrated Will): Will matures into resilient care that steadies others through change. — The Cancer Mars in Wave 5 acts through protection and care, but these degrees test will at thresholds of belonging and release. Growth comes from channeling energy into nurturing even as cycles end. Their gift is protective strength that holds steady at emotional closures.",30 A Daughter of the American Revolution.,30. Wild grapes growing everywhere.,What traditions ripen into untamed fruitfulness?
5,9,Leo,Mars,"9° (Emergent Will): Will awakens through bold risks that transform direction. — The Leo Mars in Wave 5 acts with pride and creativity, but these degrees challenge will when recognition shifts or roles close. Growth comes from sustaining energy beyond ego-driven validation. Their gift is inspiring action that uplifts others at transitions.",10 Early morning dew.,10. A man putting olive oil all over his body.,How would you anoint yourself today?
5,19,Leo,Mars,"19° (Formative Will): Will develops by letting go of pride in battles or performances. — The Leo Mars in Wave 5 acts with pride and creativity, but these degrees challenge will when recognition shifts or roles close. Growth comes from sustaining energy beyond ego-driven validation. Their gift is inspiring action that uplifts others at transitions.",20 The Zuni sun worshippers.,20. A black pearl hidden in an oyster.,Where is your radiance alive—and where only preserved?
5,29,Leo,Mars,"29° (Integrated Will): Will matures into courageous leadership that shines through closure. — The Leo Mars in Wave 5 acts with pride and creativity, but these degrees challenge will when recognition shifts or roles close. Growth comes from sustaining energy beyond ego-driven validation. Their gift is inspiring action that uplifts others at transitions.",30 An unsealed letter.,30. A woman sprinkling rose water in the four corners of a room.,What is ready to be revealed with grace and sacred care?
5,9,Virgo,Mars,"9° (Emergent Will): Will awakens through sudden disruptions in routines or tasks. — The Virgo Mars in Wave 5 applies will through precision and service, but these degrees disrupt routines and force adaptability. Growth comes from learning to release rigid methods and act with flexibility. Their gift is practical will that adjusts during endings.",10 Two heads looking out and beyond the shadows.,10. A pin cushion.,Where is sensitivity teaching you about precision?
5,19,Virgo,Mars,"19° (Formative Will): Will develops by releasing perfectionism or over-control. — The Virgo Mars in Wave 5 applies will through precision and service, but these degrees disrupt routines and force adaptability. Growth comes from learning to release rigid methods and act with flexibility. Their gift is practical will that adjusts during endings.",20 An automobile caravan.,20. The expanse of the Himalayas in the distance.,What memory finds you through the senses?
5,29,Virgo,Mars,"29° (Integrated Will): Will matures into adaptable action that refines systems through transition. — The Virgo Mars in Wave 5 applies will through precision and service, but these degrees disrupt routines and force adaptability. Growth comes from learning to release rigid methods and act with flexibility. Their gift is practical will that adjusts during endings.",30 A false call unheard in attention to immediate service.,30. Supersensible beings manifesting through geometric forms.,What higher patterns emerge when you tune out distraction and serve what’s real?
5,9,Libra,Mars,"9° (Emergent Will): Will awakens through decisive relational moments. — The Libra Mars in Wave 5 applies will through partnership and balance, but these degrees bring turning points where choices demand clarity. Growth comes from acting with fairness rather than avoiding conflict. Their gift is decisive will that sustains balance during change.",10 A canoe approaching safety through dangerous waters.,10. A hand with perfectly manicured long nails.,What movement have you trapped in time?
5,19,Libra,Mars,"19° (Formative Will): Will develops by letting go of indecision or false harmony. — The Libra Mars in Wave 5 applies will through partnership and balance, but these degrees bring turning points where choices demand clarity. Growth comes from acting with fairness rather than avoiding conflict. Their gift is decisive will that sustains balance during change.",20 A Jewish rabbi.,20. A man with a single horn coming out of his forehead.,What pressure are you holding in place—and why?
5,29,Libra,Mars,"29° (Integrated Will): Will matures into balanced action that guides others through relational shifts. — The Libra Mars in Wave 5 applies will through partnership and balance, but these degrees bring turning points where choices demand clarity. Growth comes from acting with fairness rather than avoiding conflict. Their gift is decisive will that sustains balance during change.",30 Three mounds of knowledge on a philosopher's head.,30. A black rooster.,What awakens when your mind stands guard for deeper truth?
5,9,Scorpio,Mars,"9° (Emergent Will): Will awakens through raw confrontations that shift direction. — The Scorpio Mars in Wave 5 acts with intensity, but these degrees push willpower into deep transformation. Growth comes from releasing destructive control and channeling energy into regeneration. Their gift is unflinching will that carries others through endings.",10 A fellowship supper.,10. On a human nose a wart that turns into a diamond.,What colors does your soul emit in motion?
5,19,Scorpio,Mars,"19° (Formative Will): Will develops by letting go of destructive or obsessive impulses. — The Scorpio Mars in Wave 5 acts with intensity, but these degrees push willpower into deep transformation. Growth comes from releasing destructive control and channeling energy into regeneration. Their gift is unflinching will that carries others through endings.",20 Woman drawing two dark curtains aside.,20. A serpent wrapped around an immense egg.,What are you guarding that is ready to hatch?
5,29,Scorpio,Mars,"29° (Integrated Will): Will matures into focused strength that thrives at thresholds of change. — The Scorpio Mars in Wave 5 acts with intensity, but these degrees push willpower into deep transformation. Growth comes from releasing destructive control and channeling energy into regeneration. Their gift is unflinching will that carries others through endings.",30 The Halloween jester.,"30. A very dark sky, but no rain.",What mischief or illusion masks the inner drought?
5,9,Sagittarius,Mars,"9° (Emergent Will): Will awakens through sudden shifts in direction or belief. — The Sagittarius Mars in Wave 5 acts through exploration and vision, but these degrees test will when old paths must end before new ones open. Growth comes from directing energy with purpose during transitions. Their gift is adventurous will that inspires others in times of change.",10 A golden haired 'goddess of opportunity'.,10. A star turning many different colors.,What part of your imagination feels truer than reality?
5,19,Sagittarius,Mars,"19° (Formative Will): Will develops by releasing restless or unfocused pursuits. — The Sagittarius Mars in Wave 5 acts through exploration and vision, but these degrees test will when old paths must end before new ones open. Growth comes from directing energy with purpose during transitions. Their gift is adventurous will that inspires others in times of change.",20 Men cutting through ice.,20. The changing of water into wine.,What frozen thing in you longs to be transformed by love?
5,29,Sagittarius,Mars,"29° (Integrated Will): Will matures into guiding action that carries wisdom through closure. — The Sagittarius Mars in Wave 5 acts through exploration and vision, but these degrees test will when old paths must end before new ones open. Growth comes from directing energy with purpose during transitions. Their gift is adventurous will that inspires others in times of change.",30 The Pope.,30. The completion of a large Persian rug.,What devotion weaves your life into sacred design?
5,9,Capricorn,Mars,"9° (Emergent Will): Will awakens through shifts in authority or duty. — The Capricorn Mars in Wave 5 channels will through discipline and responsibility, but these degrees challenge rigid effort when goals close. Growth comes from adapting ambition and acting with resilience through change. Their gift is reliable will that steadies others in transition.",10 An albatross feeding from the hand.,10. A man drinking blood from the vein in a horse’s leg.,Where do you draw strength from the wildness of your own instinct?
5,19,Capricorn,Mars,"19° (Formative Will): Will develops by releasing outdated ambitions. — The Capricorn Mars in Wave 5 channels will through discipline and responsibility, but these degrees challenge rigid effort when goals close. Growth comes from adapting ambition and acting with resilience through change. Their gift is reliable will that steadies others in transition.",20 A hidden choir singing.​​​,20. Many different perfumes carried by a breeze.,What fragrance of soul lingers even when your presence has moved on?
5,29,Capricorn,Mars,"29° (Integrated Will): Will matures into dignified strength that guides others at closures. — The Capricorn Mars in Wave 5 channels will through discipline and responsibility, but these degrees challenge rigid effort when goals close. Growth comes from adapting ambition and acting with resilience through change. Their gift is reliable will that steadies others in transition.",30 A secret business conference.,30. Blue morning glories growing up a tall trellis.,What hidden structures support your upward reach?
5,9,Aquarius,Mars,"9° (Emergent Will): Will awakens through sudden changes in group action or ideals. — The Aquarius Mars in Wave 5 applies will through vision and innovation, but these degrees highlight thresholds when collective directions shift. Growth comes from embracing change as part of progress. Their gift is progressive will that acts as a bridge at endings.",10 A popularity that proves ephemeral.,10. A black raven with a bright red head.,What vision pierces through the noise of validation?
5,19,Aquarius,Mars,"19° (Formative Will): Will develops by letting go of rigid ideals or detachment. — The Aquarius Mars in Wave 5 applies will through vision and innovation, but these degrees highlight thresholds when collective directions shift. Growth comes from embracing change as part of progress. Their gift is progressive will that acts as a bridge at endings.","20 A big white dove, a message bearer.",20. A fine silk thread strung across a chasm.,What delicate connection are you maintaining across lifetimes?
5,29,Aquarius,Mars,"29° (Integrated Will): Will matures into visionary action that helps others through change. — The Aquarius Mars in Wave 5 applies will through vision and innovation, but these degrees highlight thresholds when collective directions shift. Growth comes from embracing change as part of progress. Their gift is progressive will that acts as a bridge at endings.",30 The field of Ardath in bloom.,30. A large pool filled with white water lilies in bloom.,What quiet flowering reveals itself when the world becomes still?
5,9,Pisces,Mars,"9° (Emergent Will): Will awakens through moments of surrender that shift direction. — The Pisces Mars in Wave 5 channels will through compassion and imagination, but these degrees test energy at thresholds of surrender. Growth comes from directing will with trust rather than confusion. Their gift is gentle yet powerful action that carries grace into closures.",10 An aviator in the clouds.,10. An old witch on a windy promontory. She is calling to the sea.,What part of you speaks directly to the elemental world?
5,19,Pisces,Mars,"19° (Formative Will): Will develops by releasing unclear or scattered efforts. — The Pisces Mars in Wave 5 channels will through compassion and imagination, but these degrees test energy at thresholds of surrender. Growth comes from directing will with trust rather than confusion. Their gift is gentle yet powerful action that carries grace into closures.",20 A table set for an evening meal.,20. A perfect black cube sits lone in the desert.,What offering do you make in the silent space beyond story?
5,29,Pisces,Mars,"29° (Integrated Will): Will matures into compassionate strength that steadies others at transitions. — The Pisces Mars in Wave 5 channels will through compassion and imagination, but these degrees test energy at thresholds of surrender. Growth comes from directing will with trust rather than confusion. Their gift is gentle yet powerful action that carries grace into closures.",30 The Great Stone Face,30. A large halo in ring formation around the moon.,What unseen light encircles the ideals you hold as unshakable?
5,9,Aries,Jupiter,"9° (Emergent Expansion): Growth awakens through daring leaps into opportunities that follow sudden closures. — The Aries Jupiter in Wave 5 expands through bold risks, but these degrees bring lessons at thresholds where growth depends on release as much as conquest. While Aries Jupiter thrives on charging ahead, here expansion often comes from knowing when to finish what’s begun and start fresh with wisdom. These Suns embody courage not only in beginnings, but in transitions that demand faith in renewal.",10  A man teaching new forms for old symbols.,10. Roots of a tree entwined around the statue of a nude woman.,What in you has remained still long enough to become sacred?
5,19,Aries,Jupiter,"19° (Formative Expansion): Expansion develops by learning when ambition needs restraint and endings bring wisdom. — The Aries Jupiter in Wave 5 expands through bold risks, but these degrees bring lessons at thresholds where growth depends on release as much as conquest. While Aries Jupiter thrives on charging ahead, here expansion often comes from knowing when to finish what’s begun and start fresh with wisdom. These Suns embody courage not only in beginnings, but in transitions that demand faith in renewal.",20 A young girl feeding birds in winter.,20. An empty courtyard.,What inner space is awaiting your return?
5,29,Aries,Jupiter,"29° (Integrated Expansion): Growth matures into fearless trust in renewal, inspiring others at life’s thresholds. — The Aries Jupiter in Wave 5 expands through bold risks, but these degrees bring lessons at thresholds where growth depends on release as much as conquest. While Aries Jupiter thrives on charging ahead, here expansion often comes from knowing when to finish what’s begun and start fresh with wisdom. These Suns embody courage not only in beginnings, but in transitions that demand faith in renewal.",30 A duck pond and its brood.,30. An anatomist delivers a lecture on the kidneys.,What hidden intelligence guides the body of your belonging?
5,9,Taurus,Jupiter,"9° (Emergent Expansion): Growth awakens through disruptions to stability that reveal hidden strength. — The Taurus Jupiter in Wave 5 expands through steadiness and security, yet these degrees test growth when stability must yield to change. While Taurus Jupiter prefers comfort and accumulation, here expansion lies in trusting that value survives endings. Their gift is showing how resilience and patience create abundance even through closure.",10 A Red Cross nurse.,10. A man exhaling clouds of iridescent smoke.,What color is your breath today?
5,19,Taurus,Jupiter,"19° (Formative Expansion): Expansion develops by releasing attachments to material or emotional security. — The Taurus Jupiter in Wave 5 expands through steadiness and security, yet these degrees test growth when stability must yield to change. While Taurus Jupiter prefers comfort and accumulation, here expansion lies in trusting that value survives endings. Their gift is showing how resilience and patience create abundance even through closure.","20  Wind, clouds and haste.",20. A fork in the road with a blank sign post.,What have you caught that now wants honoring?
5,29,Taurus,Jupiter,"29° (Integrated Expansion): Growth matures into enduring confidence, offering stability for others during change. — The Taurus Jupiter in Wave 5 expands through steadiness and security, yet these degrees test growth when stability must yield to change. While Taurus Jupiter prefers comfort and accumulation, here expansion lies in trusting that value survives endings. Their gift is showing how resilience and patience create abundance even through closure.",30  A peacock parading on an ancient lawn.,30. Snakes at rest on a rock in the sun.,What power reveals itself when you stop performing and simply bask?
5,9,Gemini,Jupiter,"9° (Emergent Expansion): Growth awakens through sudden new ideas sparked by endings. — The Gemini Jupiter in Wave 5 expands through curiosity and connection, but these degrees press for deeper growth by completing old conversations and letting stories end. While Gemini Jupiter thrives on variety, expansion here comes through integrating lessons and sharing wisdom gained at thresholds. Their gift is adaptability that carries learning forward.",10 An airplane falling.,10. A young woman notices the handsome man has fangs.,Where are you resisting the river’s pull?
5,19,Gemini,Jupiter,"19° (Formative Expansion): Expansion develops by releasing outdated stories or scattered paths. — The Gemini Jupiter in Wave 5 expands through curiosity and connection, but these degrees press for deeper growth by completing old conversations and letting stories end. While Gemini Jupiter thrives on variety, expansion here comes through integrating lessons and sharing wisdom gained at thresholds. Their gift is adaptability that carries learning forward.",20  A cafeteria,20. A bull stung by a scorpion.,What is blossoming in you too soon—and why?
5,29,Gemini,Jupiter,"29° (Integrated Expansion): Growth matures into teaching and perspective that help others through transitions. — The Gemini Jupiter in Wave 5 expands through curiosity and connection, but these degrees press for deeper growth by completing old conversations and letting stories end. While Gemini Jupiter thrives on variety, expansion here comes through integrating lessons and sharing wisdom gained at thresholds. Their gift is adaptability that carries learning forward.",30  Bathing beauties,30. Many glass animals on a shelf.,"What part of you longs to be admired — and what remains untouched, fragile, preserved?"
5,9,Cancer,Jupiter,"9° (Emergent Expansion): Growth awakens through family or emotional changes that open new horizons. — The Cancer Jupiter in Wave 5 expands through belonging and care, yet these degrees challenge comfort when bonds or homes shift. While Cancer Jupiter seeks continuity, expansion here is found in learning to nurture without clinging. Their gift is emotional generosity that grows even stronger at thresholds of release.",10 A large diamond not completely cut.,10. A violent hail storm.,What storm in you seeks expression?
5,19,Cancer,Jupiter,"19° (Formative Expansion): Expansion develops by letting go of past attachments that block growth. — The Cancer Jupiter in Wave 5 expands through belonging and care, yet these degrees challenge comfort when bonds or homes shift. While Cancer Jupiter seeks continuity, expansion here is found in learning to nurture without clinging. Their gift is emotional generosity that grows even stronger at thresholds of release.",20 Gondoliers in a serenade.,20. Many brightly-colored tropical fish.,What hues of feeling are you finally naming?
5,29,Cancer,Jupiter,"29° (Integrated Expansion): Growth matures into compassionate guidance, creating safety for others at transitions. — The Cancer Jupiter in Wave 5 expands through belonging and care, yet these degrees challenge comfort when bonds or homes shift. While Cancer Jupiter seeks continuity, expansion here is found in learning to nurture without clinging. Their gift is emotional generosity that grows even stronger at thresholds of release.",30 A Daughter of the American Revolution.,30. Wild grapes growing everywhere.,What traditions ripen into untamed fruitfulness?
5,9,Leo,Jupiter,"9° (Emergent Expansion): Growth awakens through bold creative risks that shift direction. — The Leo Jupiter in Wave 5 expands through confidence and expression, but these degrees test growth when the spotlight fades or roles end. While Leo Jupiter thrives on recognition, expansion here is built by learning that true radiance carries through change. Their gift is inspiring joy and hope when cycles close.",10 Early morning dew.,10. A man putting olive oil all over his body.,How would you anoint yourself today?
5,19,Leo,Jupiter,"19° (Formative Expansion): Expansion develops by releasing ego-driven pride in pursuit of wisdom. — The Leo Jupiter in Wave 5 expands through confidence and expression, but these degrees test growth when the spotlight fades or roles end. While Leo Jupiter thrives on recognition, expansion here is built by learning that true radiance carries through change. Their gift is inspiring joy and hope when cycles close.",20 The Zuni sun worshippers.,20. A black pearl hidden in an oyster.,Where is your radiance alive—and where only preserved?
5,29,Leo,Jupiter,"29° (Integrated Expansion): Growth matures into leadership that encourages others through endings and beginnings. — The Leo Jupiter in Wave 5 expands through confidence and expression, but these degrees test growth when the spotlight fades or roles end. While Leo Jupiter thrives on recognition, expansion here is built by learning that true radiance carries through change. Their gift is inspiring joy and hope when cycles close.",30 An unsealed letter.,30. A woman sprinkling rose water in the four corners of a room.,What is ready to be revealed with grace and sacred care?
5,9,Virgo,Jupiter,"9° (Emergent Expansion): Growth awakens when daily systems break and adaptation is required. — The Virgo Jupiter in Wave 5 expands through service and refinement, but these degrees highlight thresholds where order dissolves and routines must evolve. While Virgo Jupiter prefers precision, expansion here is about trusting flexibility and releasing outdated methods. Their gift is practical wisdom that brings growth through adaptive service.",10 Two heads looking out and beyond the shadows.,10. A pin cushion.,Where is sensitivity teaching you about precision?
